Date & Time,Usage [kW],Generation [kW]
2015-11-28 05:00:00,0.0,0.0
2015-11-28 06:00:00,22.875,0.0
2015-11-28 07:00:00,17.375,0.0619999999999834
2015-11-28 08:00:00,17.0,0.1910000000000025
2015-11-28 09:00:00,19.0,0.2920000000000016
2015-11-28 10:00:00,18.375,0.47999999999998977
2015-11-28 11:00:00,16.125,0.5970000000000084
2015-11-28 12:00:00,17.625,0.6370000000000005
2015-11-28 13:00:00,11.5,0.789999999999992
2015-11-28 14:00:00,7.5,0.867999999999995
2015-11-28 15:00:00,8.0,0.17200000000002547
2015-11-28 16:00:00,6.5,0.0
2015-11-28 17:00:00,7.5,0.0
2015-11-28 18:00:00,12.625,0.0
2015-11-28 19:00:00,9.0,0.0
2015-11-28 20:00:00,6.875,0.0
2015-11-28 21:00:00,9.0,0.0
2015-11-28 22:00:00,7.0,0.0
2015-11-28 23:00:00,6.375,0.0
2015-11-29 00:00:00,13.125,0.0
2015-11-29 01:00:00,9.0,0.0
2015-11-29 02:00:00,6.125,0.0
2015-11-29 03:00:00,7.875,0.0
2015-11-29 04:00:00,7.0,0.0
2015-11-29 05:00:00,6.375,0.0
2015-11-29 06:00:00,13.125,0.0
2015-11-29 07:00:00,11.0,0.05299999999999727
2015-11-29 08:00:00,16.875,0.1799999999999784
2015-11-29 09:00:00,21.0,0.30000000000001137
2015-11-29 10:00:00,24.5,0.4370000000000118
2015-11-29 11:00:00,21.875,0.4579999999999984
2015-11-29 12:00:00,28.5,0.3369999999999891
2015-11-29 13:00:00,31.0,0.22800000000000864
2015-11-29 14:00:00,30.5,0.257000000000005
2015-11-29 15:00:00,32.375,0.030000000000001137
2015-11-29 16:00:00,34.625,0.0
2015-11-29 17:00:00,33.0,0.0
2015-11-29 18:00:00,36.125,0.0
2015-11-29 19:00:00,24.375,0.0
2015-11-29 20:00:00,26.5,0.0
2015-11-29 21:00:00,26.125,0.0
2015-11-29 22:00:00,21.625,0.0
2015-11-29 23:00:00,21.75,0.0
2015-11-30 00:00:00,27.125,0.0
2015-11-30 01:00:00,18.625,0.0
2015-11-30 02:00:00,14.0,0.0
2015-11-30 03:00:00,17.5,0.0
2015-11-30 04:00:00,13.5,0.0
2015-11-30 05:00:00,17.25,0.0
2015-11-30 06:00:00,32.125,0.002999999999985903
2015-11-30 07:00:00,26.0,0.16200000000000614
2015-11-30 08:00:00,23.5,0.37000000000000455
2015-11-30 09:00:00,25.0,0.5629999999999882
2015-11-30 10:00:00,31.125,0.8070000000000164
2015-11-30 11:00:00,27.75,1.3529999999999802
2015-11-30 12:00:00,34.625,1.6820000000000164
2015-11-30 13:00:00,31.875,1.3529999999999802
2015-11-30 14:00:00,33.5,0.7750000000000057
2015-11-30 15:00:00,35.125,0.19200000000000728
2015-11-30 16:00:00,30.75,0.0
2015-11-30 17:00:00,22.0,0.0
2015-11-30 18:00:00,35.75,0.0
2015-11-30 19:00:00,27.875,0.0
2015-11-30 20:00:00,23.125,0.0
2015-11-30 21:00:00,23.75,0.0
2015-11-30 22:00:00,22.75,0.0
2015-11-30 23:00:00,21.0,0.0
2015-12-01 00:00:00,30.0,0.0
2015-12-01 01:00:00,19.125,0.0
2015-12-01 02:00:00,16.875,0.0
2015-12-01 03:00:00,17.625,0.0
2015-12-01 04:00:00,14.0,0.0
2015-12-01 05:00:00,16.75,0.0
2015-12-01 06:00:00,34.625,0.0
2015-12-01 07:00:00,27.0,0.14500000000001023
2015-12-01 08:00:00,25.5,0.4029999999999916
2015-12-01 09:00:00,29.375,0.6119999999999948
2015-12-01 10:00:00,34.625,1.039999999999992
2015-12-01 11:00:00,34.875,1.625
2015-12-01 12:00:00,39.0,0.6950000000000216
2015-12-01 13:00:00,38.375,0.5649999999999977
2015-12-01 14:00:00,30.125,0.044999999999987494
2015-12-01 15:00:00,35.0,0.009999999999990905
2015-12-01 16:00:00,32.25,0.0
2015-12-01 17:00:00,43.75,0.0
2015-12-01 18:00:00,30.5,0.0
2015-12-01 19:00:00,30.625,0.0
2015-12-01 20:00:00,25.0,0.0
2015-12-01 21:00:00,25.375,0.0
2015-12-01 22:00:00,18.631000000000085,0.0
2015-12-01 23:00:00,18.993999999999915,0.0
2015-12-02 00:00:00,26.5,0.0
2015-12-02 01:00:00,18.001999999999953,0.0
2015-12-02 02:00:00,17.0,0.0
2015-12-02 03:00:00,18.123000000000047,0.0
2015-12-02 04:00:00,13.5,0.0
2015-12-02 05:00:00,17.375,0.0
2015-12-02 06:00:00,31.5,0.005000000000023874
2015-12-02 07:00:00,26.0,0.19799999999997908
2015-12-02 08:00:00,21.875,0.9800000000000182
2015-12-02 09:00:00,25.5,1.641999999999996
2015-12-02 10:00:00,30.0,1.4599999999999795
2015-12-02 11:00:00,30.875,2.0330000000000155
2015-12-02 12:00:00,42.125,1.7620000000000005
2015-12-02 13:00:00,31.375,1.3379999999999939
2015-12-02 14:00:00,30.5,0.5819999999999936
2015-12-02 15:00:00,37.125,0.030000000000001137
2015-12-02 16:00:00,41.375,0.0
2015-12-02 17:00:00,31.625,0.0
2015-12-02 18:00:00,31.5,0.0
2015-12-02 19:00:00,22.625,0.0
2015-12-02 20:00:00,21.5,0.0
2015-12-02 21:00:00,28.375,0.0
2015-12-02 22:00:00,20.625,0.0
2015-12-02 23:00:00,16.5,0.0
2015-12-03 00:00:00,24.125,0.0
2015-12-03 01:00:00,19.0,0.0
2015-12-03 02:00:00,16.0,0.0
2015-12-03 03:00:00,16.375,0.0
2015-12-03 04:00:00,14.625,0.0
2015-12-03 05:00:00,16.376999999999953,0.0
2015-12-03 06:00:00,32.37300000000005,0.0
2015-12-03 07:00:00,29.00799999999981,0.30000000000001137
2015-12-03 08:00:00,23.373000000000047,0.8029999999999973
2015-12-03 09:00:00,29.619000000000142,1.5219999999999914
2015-12-03 10:00:00,36.37699999999995,1.6800000000000068
2015-12-03 11:00:00,34.003999999999905,1.7580000000000098
2015-12-03 12:00:00,36.61900000000014,1.914999999999992
2015-12-03 13:00:00,34.00799999999981,1.2800000000000011
2015-12-03 14:00:00,31.0,0.6899999999999977
2015-12-03 15:00:00,33.99200000000019,0.02199999999999136
2015-12-03 16:00:00,33.50599999999986,0.0
2015-12-03 17:00:00,23.494000000000142,0.0
2015-12-03 18:00:00,29.625,0.0
2015-12-03 19:00:00,25.0,0.0
2015-12-03 20:00:00,20.5,0.0
2015-12-03 21:00:00,26.375,0.0
2015-12-03 22:00:00,19.25,0.0
2015-12-03 23:00:00,17.25,0.0
2015-12-04 00:00:00,25.125,0.0
2015-12-04 01:00:00,19.5,0.0
2015-12-04 02:00:00,15.625,0.0
2015-12-04 03:00:00,17.875,0.0
2015-12-04 04:00:00,18.625,0.0
2015-12-04 05:00:00,15.625,0.0
2015-12-04 06:00:00,28.75,0.0
2015-12-04 07:00:00,25.0,0.010000000000019327
2015-12-04 08:00:00,25.5,0.09699999999997999
2015-12-04 09:00:00,25.875,0.07800000000000296
2015-12-04 10:00:00,26.5,0.2600000000000193
2015-12-04 11:00:00,23.5,0.32499999999998863
2015-12-04 12:00:00,30.5,0.25
2015-12-04 13:00:00,31.125,0.2050000000000125
2015-12-04 14:00:00,26.875,0.08499999999997954
2015-12-04 15:00:00,34.875,0.0
2015-12-04 16:00:00,36.125,0.0
2015-12-04 17:00:00,28.5,0.0
2015-12-04 18:00:00,30.0,0.0
2015-12-04 19:00:00,24.5,0.0
2015-12-04 20:00:00,23.0,0.0
2015-12-04 21:00:00,25.5,0.0
2015-12-04 22:00:00,23.0,0.0
2015-12-04 23:00:00,19.625,0.0
2015-12-05 00:00:00,26.625,0.0
2015-12-05 01:00:00,18.375,0.0
2015-12-05 02:00:00,16.5,0.0
2015-12-05 03:00:00,17.0,0.0
2015-12-05 04:00:00,15.5,0.0
2015-12-05 05:00:00,15.375,0.0
2015-12-05 06:00:00,20.25,0.0
2015-12-05 07:00:00,17.375,0.06499999999999773
2015-12-05 08:00:00,16.5,0.33500000000000796
2015-12-05 09:00:00,21.0,0.4550000000000125
2015-12-05 10:00:00,19.5,1.1899999999999977
2015-12-05 11:00:00,17.0,1.9499999999999886
2015-12-05 12:00:00,15.125,0.5049999999999955
2015-12-05 13:00:00,10.125,0.375
2015-12-05 14:00:00,7.375,0.045000000000015916
2015-12-05 15:00:00,9.125,0.0
2015-12-05 16:00:00,7.875,0.0
2015-12-05 17:00:00,7.375,0.0
2015-12-05 18:00:00,12.75,0.0
2015-12-05 19:00:00,8.5,0.0
