Date & Time,Usage [kW],Generation [kW]
2015-01-01 00:00:00,0.989587778,0.008703333
2015-01-01 00:15:00,0.09800333300000008,0.0004777779999999999
2015-01-01 00:30:00,0.08145111100000002,0.0006599999999999991
2015-01-01 00:45:00,0.08145111100000002,0.00017888899999999978
2015-01-01 01:00:00,0.08145111100000002,3.555600000000082e-05
2015-01-01 01:15:00,0.16782444499999993,3.555600000000082e-05
2015-01-01 01:30:00,0.16782444499999993,0.00020333299999999999
2015-01-01 01:45:00,0.04226111100000007,0.00048111099999999934
2015-01-01 02:00:00,0.1301755549999999,0.00048111099999999934
2015-01-01 02:15:00,0.279105555,0.00023000000000000104
2015-01-01 02:30:00,0.279105555,0.00023000000000000104
2015-01-01 02:45:00,0.446868889,0.0006922219999999993
2015-01-01 03:00:00,0.446868889,0.0006922219999999993
2015-01-01 03:15:00,0.07884666600000001,0.0009399999999999999
2015-01-01 03:30:00,0.07884666600000001,0.0009399999999999999
2015-01-01 03:45:00,0.07884666600000001,0.0009399999999999999
2015-01-01 04:00:00,0.32227333400000013,0.0009399999999999999
2015-01-01 04:15:00,0.28157666599999986,0.000352222000000001
2015-01-01 04:30:00,0.09082444499999998,0.00013666700000000004
2015-01-01 04:45:00,0.09082444499999998,0.00013666700000000004
2015-01-01 05:00:00,0.04916888899999994,0.00013666700000000004
2015-01-01 05:15:00,0.08420222200000005,6.0000000000001025e-05
2015-01-01 05:30:00,0.005950000000000122,0.00031111099999999933
2015-01-01 05:45:00,0.005950000000000122,0.00031111099999999933
2015-01-01 06:00:00,0.19081111099999992,9.999999999999593e-06
2015-01-01 06:15:00,0.19081111099999992,9.999999999999593e-06
2015-01-01 06:30:00,0.19081111099999992,0.0002199999999999997
2015-01-01 06:45:00,0.10329888899999995,0.0002199999999999997
2015-01-01 07:00:00,0.025236666999999935,0.0016966670000000007
2015-01-01 07:15:00,0.025236666999999935,0.07418
2015-01-01 07:30:00,0.167984444,0.07418
2015-01-01 07:45:00,0.014318889000000001,0.700592222
2015-01-01 08:00:00,0.014318889000000001,1.19486
2015-01-01 08:15:00,0.011961110999999969,0.6148333330000002
2015-01-01 08:30:00,0.011961110999999969,0.5860522229999998
2015-01-01 08:45:00,0.12605,0.5879322220000001
2015-01-01 09:00:00,0.12605,0.5417155549999997
2015-01-01 09:15:00,0.632504444,0.4954255559999998
2015-01-01 09:30:00,0.00557333399999993,0.3063155550000003
2015-01-01 09:45:00,0.00557333399999993,0.5709988890000002
2015-01-01 10:00:00,0.00557333399999993,0.5698888889999996
2015-01-01 10:15:00,0.00557333399999993,0.0432344450000004
2015-01-01 10:30:00,1.123777777,0.35229333299999954
2015-01-01 10:45:00,3.678656667,0.28535111100000066
2015-01-01 11:00:00,1.7027255550000002,0.2983422219999996
2015-01-01 11:15:00,1.7027255550000002,0.11102111099999945
2015-01-01 11:30:00,1.567531111,0.11102111099999945
2015-01-01 11:45:00,0.12736444399999997,0.0620388890000001
2015-01-01 12:00:00,0.12736444399999997,1.035782222
2015-01-01 12:15:00,0.12736444399999997,1.035782222
2015-01-01 12:30:00,0.12736444399999997,1.035782222
2015-01-01 12:45:00,0.12736444399999997,0.11954444499999983
2015-01-01 13:00:00,0.12736444399999997,0.11954444499999983
2015-01-01 13:15:00,0.12815777700000003,0.3036599999999998
2015-01-01 13:30:00,0.12815777700000003,0.0001055559999999997
2015-01-01 13:45:00,0.12815777700000003,0.0001055559999999997
2015-01-01 14:00:00,0.041037778000000025,0.0001055559999999997
2015-01-01 14:15:00,0.041037778000000025,0.0001055559999999997
2015-01-01 14:30:00,0.0025600000000000067,0.0001055559999999997
2015-01-01 14:45:00,0.04549444399999997,0.0001055559999999997
2015-01-01 15:00:00,0.04549444399999997,0.0001055559999999997
2015-01-01 15:15:00,0.43838,0.0001055559999999997
2015-01-01 15:30:00,0.0019555560000000805,0.0001055559999999997
2015-01-01 15:45:00,0.7481122219999999,0.0001055559999999997
2015-01-01 16:00:00,0.13929666699999999,0.0001055559999999997
2015-01-01 16:15:00,0.09146555500000009,0.0001055559999999997
2015-01-01 16:30:00,0.09146555500000009,0.0001055559999999997
2015-01-01 16:45:00,0.09146555500000009,0.0001055559999999997
2015-01-01 17:00:00,0.12657999999999991,0.0001055559999999997
2015-01-01 17:15:00,0.12657999999999991,0.0001055559999999997
2015-01-01 17:30:00,0.12657999999999991,0.00034666700000000016
2015-01-01 17:45:00,0.33887444499999986,0.00043555600000000014
2015-01-01 18:00:00,0.33887444499999986,0.00043555600000000014
2015-01-01 18:15:00,0.5859733330000001,0.00043555600000000014
2015-01-01 18:30:00,0.2642855559999999,0.00043555600000000014
2015-01-01 18:45:00,0.003967777000000172,0.00043555600000000014
2015-01-01 19:00:00,0.003967777000000172,0.00022333300000000004
2015-01-01 19:15:00,0.2976411109999999,0.002891111000000001
2015-01-01 19:30:00,0.32399222299999986,0.002891111000000001
2015-01-01 19:45:00,0.35071555599999993,0.0003299999999999987
2015-01-01 20:00:00,0.35071555599999993,0.001556666
2015-01-01 20:15:00,0.33543888899999996,0.001266666999999999
2015-01-01 20:30:00,0.33543888899999996,0.001266666999999999
2015-01-01 20:45:00,0.33543888899999996,0.001266666999999999
2015-01-01 21:00:00,0.33543888899999996,0.001266666999999999
2015-01-01 21:15:00,0.33543888899999996,0.0007444449999999998
2015-01-01 21:30:00,0.33543888899999996,0.0007444449999999998
2015-01-01 21:45:00,0.33543888899999996,0.0007444449999999998
2015-01-01 22:00:00,0.004567777999999967,0.0007866669999999996
2015-01-01 22:15:00,0.004567777999999967,0.0007866669999999996
2015-01-01 22:30:00,0.21542000000000006,0.0007866669999999996
2015-01-01 22:45:00,0.21542000000000006,0.0007866669999999996
2015-01-01 23:00:00,0.23015000000000008,0.0008344449999999996
2015-01-01 23:15:00,0.23015000000000008,0.0008344449999999996
2015-01-01 23:30:00,0.026515554999999913,0.00013666700000000004
2015-01-01 23:45:00,0.026515554999999913,0.00013666700000000004
2015-01-02 00:00:00,0.030040000000000067,0.00013666700000000004
2015-01-02 00:15:00,0.10284111099999993,0.0005077779999999987
2015-01-02 00:30:00,0.10284111099999993,0.0005077779999999987
2015-01-02 00:45:00,0.10284111099999993,0.0004466660000000001
2015-01-02 01:00:00,0.10284111099999993,0.00012222300000000116
2015-01-02 01:15:00,0.10284111099999993,0.0003644439999999985
2015-01-02 01:30:00,0.02208666700000006,0.0003644439999999985
2015-01-02 01:45:00,0.06560999999999995,0.00023000000000000104
2015-01-02 02:00:00,0.06560999999999995,0.00023000000000000104
2015-01-02 02:15:00,0.06560999999999995,4.4449999999987555e-06
2015-01-02 02:30:00,0.07244111099999995,0.00017
2015-01-02 02:45:00,0.07244111099999995,0.00017
2015-01-02 03:00:00,0.07244111099999995,8.333399999999914e-05
2015-01-02 03:15:00,0.09922777700000007,0.0005322219999999989
2015-01-02 03:30:00,0.015945555000000056,0.0005322219999999989
2015-01-02 03:45:00,0.015945555000000056,0.0005322219999999989
2015-01-02 04:00:00,0.14644000000000001,0.0005322219999999989
2015-01-02 04:15:00,0.630942223,0.0011633340000000002
2015-01-02 04:30:00,0.011032222000000091,0.0005033329999999999
2015-01-02 04:45:00,0.011032222000000091,0.0005033329999999999
2015-01-02 05:00:00,0.011032222000000091,0.0005033329999999999
2015-01-02 05:15:00,0.31307333400000004,6.0000000000001025e-05
2015-01-02 05:30:00,0.08851888899999993,0.00018666600000000026
2015-01-02 05:45:00,0.08851888899999993,0.00018666600000000026
2015-01-02 06:00:00,0.01785777799999999,0.00018666600000000026
2015-01-02 06:15:00,0.01785777799999999,0.00018666600000000026
2015-01-02 06:30:00,0.01785777799999999,0.00018666600000000026
2015-01-02 06:45:00,0.00041222200000001763,0.0003322230000000013
2015-01-02 07:00:00,0.12356777800000007,0.0009677780000000007
2015-01-02 07:15:00,0.12356777800000007,0.0009677780000000007
2015-01-02 07:30:00,0.056353333000000005,0.101916667
2015-01-02 07:45:00,0.056353333000000005,0.101916667
2015-01-02 08:00:00,0.3924522220000001,0.039075555999999984
2015-01-02 08:15:00,0.3924522220000001,0.14516666600000003
2015-01-02 08:30:00,0.3312366669999999,0.179782222
2015-01-02 08:45:00,0.053628887999999986,0.04358666700000002
2015-01-02 09:00:00,0.053628887999999986,0.11236111100000001
2015-01-02 09:15:00,0.053628887999999986,0.2663866669999999
2015-01-02 09:30:00,0.044835556,2.449114444
2015-01-02 09:45:00,0.020943334000000036,0.019440000000000124
2015-01-02 10:00:00,0.020943334000000036,0.019440000000000124
2015-01-02 10:15:00,0.020943334000000036,0.019440000000000124
2015-01-02 10:30:00,0.020943334000000036,0.019440000000000124
2015-01-02 10:45:00,0.020943334000000036,0.1127522219999999
2015-01-02 11:00:00,0.477388889,0.16843444400000007
2015-01-02 11:15:00,0.477388889,0.16843444400000007
2015-01-02 11:30:00,0.0016400000000000303,0.11651777799999996
2015-01-02 11:45:00,0.0016400000000000303,0.4017933330000001
2015-01-02 12:00:00,0.0016400000000000303,0.08178444399999996
2015-01-02 12:15:00,0.09541111099999999,0.08178444399999996
2015-01-02 12:30:00,0.09541111099999999,0.4069522219999999
2015-01-02 12:45:00,0.03001999999999999,0.4069522219999999
2015-01-02 13:00:00,0.03001999999999999,0.4069522219999999
2015-01-02 13:15:00,0.08983222299999999,0.5876355560000002
2015-01-02 13:30:00,0.08255888900000002,0.08370666699999996
2015-01-02 13:45:00,0.08255888900000002,1.7988711109999997
2015-01-02 14:00:00,1.232024445,0.8143011109999998
2015-01-02 14:15:00,0.437092222,0.8143011109999998
2015-01-02 14:30:00,0.437092222,0.03366222200000002
2015-01-02 14:45:00,0.056706667000000044,0.03366222200000002
2015-01-02 15:00:00,0.2064322219999999,0.03366222200000002
2015-01-02 15:15:00,0.2064322219999999,0.03366222200000002
2015-01-02 15:30:00,0.2064322219999999,0.004077778
2015-01-02 15:45:00,0.26636000000000004,0.004077778
2015-01-02 16:00:00,0.26636000000000004,0.004077778
2015-01-02 16:15:00,0.26636000000000004,0.004077778
2015-01-02 16:30:00,0.10860666699999999,0.004077778
2015-01-02 16:45:00,0.10860666699999999,2.333300000000038e-05
2015-01-02 17:00:00,0.3751488889999999,2.333300000000038e-05
2015-01-02 17:15:00,0.012190000000000145,2.333300000000038e-05
2015-01-02 17:30:00,0.0025722219999999574,3.444499999999927e-05
2015-01-02 17:45:00,0.14492666599999993,3.444499999999927e-05
2015-01-02 18:00:00,0.14492666599999993,0.0003344439999999997
2015-01-02 18:15:00,0.33082777799999996,0.0007933340000000006
2015-01-02 18:30:00,0.33082777799999996,0.0007933340000000006
2015-01-02 18:45:00,0.33082777799999996,0.0007933340000000006
2015-01-02 19:00:00,0.4573900000000002,0.0008144439999999992
2015-01-02 19:15:00,0.4008144440000001,0.00022222200000000109
2015-01-02 19:30:00,0.045068888999999945,2.9999999999998778e-05
2015-01-02 19:45:00,0.6020155550000001,0.0009788890000000001
2015-01-02 20:00:00,0.6020155550000001,0.0009788890000000001
2015-01-02 20:15:00,1.925573333,5.1111000000000385e-05
2015-01-02 20:30:00,1.925573333,5.1111000000000385e-05
2015-01-02 20:45:00,1.081678889,5.1111000000000385e-05
2015-01-02 21:00:00,0.28567444399999964,5.1111000000000385e-05
2015-01-02 21:15:00,0.28567444399999964,5.1111000000000385e-05
2015-01-02 21:30:00,0.008801110999999473,0.0010722219999999994
2015-01-02 21:45:00,0.008801110999999473,0.00017444400000000016
2015-01-02 22:00:00,0.008801110999999473,3.6666999999999776e-05
2015-01-02 22:15:00,0.008801110999999473,3.6666999999999776e-05
2015-01-02 22:30:00,0.2273444450000004,0.0005066659999999994
2015-01-02 22:45:00,0.2273444450000004,0.0005066659999999994
2015-01-02 23:00:00,0.2273444450000004,0.0005066659999999994
2015-01-02 23:15:00,0.04598555599999976,0.0010355550000000005
2015-01-02 23:30:00,0.04598555599999976,0.0010355550000000005
2015-01-02 23:45:00,0.11210777800000005,0.0010355550000000005
2015-01-03 00:00:00,0.11210777800000005,0.0002811109999999988
2015-01-03 00:15:00,0.11210777800000005,0.0004122220000000003
